SECTOR,SECTOR_ID,COMPANIA_ID,PROVINCIA,TIPOEMPRESA,HERRAMIENTA,NUBE,RECURSOSENLANUBE,CANTIDADEMPLEADOS,VISUALIZACION,VENTAS
AGRICULTURA,3,447,CARTAGO,PEQUEÑA,0,0,0,31,0,187085
COMERCIO,6,824,ALAJUELA,PYMES,0,0,0,7,0,58609
SERVICIOS,2,868,PUNTARENAS,GRANDE,3,1,692,385,4,1775429
SERVICIOS,2,1230,PUNTARENAS,MEDIANA,0,0,0,53,0,815523
HOTELERIA,1,1330,PUNTARENAS,PEQUEÑA,4,1,25,30,3,227179
MANUFACTURA,5,951,SAN JOSE,PEQUEÑA,2,1,12,10,4,497755
BIENES RAICES,4,633,SAN JOSE,PEQUEÑA,0,0,0,31,0,143456
AGRICULTURA,3,210,PUNTARENAS,GRANDE,0,0,0,204,0,10940565
SERVICIOS,2,1106,SAN JOSE,GRANDE,0,0,0,620,0,11005465
AGRICULTURA,3,1360,PUNTARENAS,MEDIANA,2,1,72,67,3,756135
AGRICULTURA,3,1607,SAN JOSE,PYMES,2,1,8,7,4,41531
MANUFACTURA,5,149,GUANACASTE,GRANDE,1,1,955,356,3,16000797
BIENES RAICES,4,1132,ALAJUELA,GRANDE,0,0,0,253,0,15681201
MANUFACTURA,5,704,LIMON,PYMES,0,0,0,7,0,97852
HOTELERIA,1,63,SAN JOSE,GRANDE,1,1,419,189,3,19186922
BIENES RAICES,4,2,ALAJUELA,MEDIANA,3,1,76,56,3,954297
SERVICIOS,2,108,SAN JOSE,MEDIANA,2,1,40,86,3,1104255
COMERCIO,6,881,ALAJUELA,PYMES,0,0,0,8,0,107121
MANUFACTURA,5,1460,LIMON,PEQUEÑA,4,1,14,32,0,344250
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
